 run burst level fpga channel peak over_thr peak_space peak_time a b c d e timestamp
179 6235.0 41446 l1 PP1 2.0 6.0 1.0 1.0 1.0 0.0 2.0 9.0 13.0 10.0 80003838.0
180 6235.0 41446 l1 PP1 2.0 7.0 1.0 1.0 0.0 0.0 7.0 11.0 8.0 2.0 80003839.0
181 6235.0 41446 l1 PP1 2.0 8.0 1.0 1.0 0.0 0.0 0.0 0.0 6.0 11.0 80003969.0
182 6235.0 41446 l1 PP1 2.0 9.0 1.0 1.0 1.0 0.0 0.0 6.0 11.0 8.0 80003970.0
183 6235.0 41446 l1 PP1 2.0 10.0 1.0 1.0 0.0 0.0 6.0 11.0 8.0 5.0 80003971.0
184 6235.0 41446 l1 PP1 2.0 11.0 1.0 1.0 1.0 0.0 1.0 4.0 7.0 5.0 80005697.0
185 6235.0 41446 l1 PP1 3.0 0.0 1.0 1.0 0.0 0.0 0.0 2.0 7.0 10.0 80000528.0
186 6235.0 41446 l1 PP1 3.0 1.0 1.0 1.0 1.0 0.0 3.0 8.0 11.0 8.0 80000529.0
187 6235.0 41446 l1 PP1 4.0 0.0 1.0 1.0 0.0 0.0 0.0 4.0 23.0 35.0 80000528.0
188 6235.0 41446 l1 PP1 4.0 1.0 1.0 1.0 1.0 0.0 4.0 23.0 35.0 27.0 80000529.0
189 6235.0 41446 l1 PP1 4.0 2.0 1.0 1.0 0.0 0.0 19.0 31.0 23.0 9.0 80000530.0
190 6235.0 41446 l1 PP1 4.0 3.0 1.0 1.0 1.0 0.0 1.0 5.0 6.0 5.0 80000731.0
191 6235.0 41446 l1 PP1 4.0 4.0 1.0 1.0 0.0 0.0 0.0 3.0 14.0 17.0 80001730.0
192 6235.0 41446 l1 PP1 4.0 5.0 1.0 1.0 1.0 0.0 4.0 15.0 18.0 12.0 80001731.0
193 6235.0 41446 l1 PP1 4.0 6.0 1.0 1.0 0.0 0.0 11.0 14.0 8.0 2.0 80001732.0
194 6235.0 41446 l1 PP1 4.0 7.0 1.0 1.0 1.0 0.0 0.0 5.0 8.0 7.0 80002810.0
195 6235.0 41446 l1 PP1 4.0 8.0 1.0 1.0 0.0 0.0 5.0 8.0 7.0 3.0 80002811.0
196 6235.0 41446 l1 PP1 4.0 9.0 1.0 1.0 0.0 0.0 3.0 4.0 6.0 18.0 80002935.0
197 6235.0 41446 l1 PP1 4.0 10.0 1.0 1.0 0.0 0.0 1.0 3.0 15.0 24.0 80002936.0
198 6235.0 41446 l1 PP1 4.0 11.0 1.0 1.0 1.0 0.0 2.0 14.0 23.0 19.0 80002937.0
199 6235.0 41446 l1 PP1 4.0 12.0 1.0 1.0 0.0 0.0 12.0 21.0 17.0 5.0 80002938.0
200 6235.0 41446 l1 PP1 4.0 13.0 1.0 1.0 1.0 0.0 0.0 1.0 6.0 6.0 80005414.0
201 6235.0 41446 l1 PP1 4.0 14.0 1.0 1.0 1.0 0.0 1.0 6.0 6.0 3.0 80005415.0
202 6235.0 41446 l1 PP1 4.0 15.0 1.0 1.0 0.0 0.0 0.0 1.0 12.0 24.0 80005444.0
203 6235.0 41446 l1 PP1 4.0 16.0 1.0 1.0 1.0 0.0 2.0 13.0 25.0 24.0 80005445.0
204 6235.0 41446 l1 PP1 4.0 17.0 1.0 1.0 0.0 0.0 11.0 23.0 22.0 13.0 80005446.0
205 6235.0 41446 l1 PP1 4.0 18.0 1.0 1.0 1.0 0.0 1.0 5.0 7.0 5.0 80006370.0
206 6235.0 41446 l1 PP1 4.0 19.0 1.0 1.0 1.0 0.0 1.0 4.0 8.0 8.0 80007782.0
207 6235.0 41446 l1 PP1 4.0 20.0 1.0 1.0 1.0 0.0 3.0 7.0 7.0 4.0 80007783.0
208 6235.0 41446 l1 PP1 5.0 0.0 1.0 1.0 1.0 0.0 2.0 4.0 8.0 7.0 80000065.0
209 6235.0 41446 l1 PP1 5.0 1.0 1.0 1.0 0.0 0.0 1.0 6.0 50.0 108.0 80000185.0
210 6235.0 41446 l1 PP1 5.0 2.0 1.0 1.0 1.0 0.0 5.0 49.0 107.0 98.0 80000186.0
211 6235.0 41446 l1 PP1 5.0 3.0 1.0 1.0 0.0 0.0 44.0 102.0 93.0 45.0 80000187.0
212 6235.0 41446 l1 PP1 5.0 4.0 1.0 1.0 1.0 0.0 1.0 3.0 8.0 8.0 80000528.0
